time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count,Open time,Close time
2021-03-01T05:35:16.0620000Z,2021-03-01T05:39:26.3900000Z,1443.61,1445.56,1440.94,1441.82,117.17800046,30,2021-03-01 05:35:00+00:00,2021-03-01 05:40:00+00:00
2021-03-01T05:40:04.0810000Z,2021-03-01T05:44:49.7390000Z,1441.53,1441.53,1436.38,1437.59,130.35583851,37,2021-03-01 05:40:00+00:00,2021-03-01 05:45:00+00:00
2021-03-01T05:45:06.2190000Z,2021-03-01T05:49:33.6080000Z,1437.55,1438.01,1432.82,1434.42,154.37525678,40,2021-03-01 05:45:00+00:00,2021-03-01 05:50:00+00:00
2021-03-01T05:50:00.9190000Z,2021-03-01T05:54:54.3040000Z,1434.16,1434.9,1429.24,1429.24,75.13891273,22,2021-03-01 05:50:00+00:00,2021-03-01 05:55:00+00:00
2021-03-01T05:55:00.2270000Z,2021-03-01T05:59:59.6510000Z,1429.96,1435.52,1429.94,1435.52,489.34040474,86,2021-03-01 05:55:00+00:00,2021-03-01 06:00:00+00:00
2021-03-01T06:00:00.7740000Z,2021-03-01T06:04:29.7290000Z,1435.72,1437.3,1429.19,1432.03,698.27616461,88,2021-03-01 06:00:00+00:00,2021-03-01 06:05:00+00:00
2021-03-01T06:06:07.4570000Z,2021-03-01T06:09:54.8580000Z,1432.12,1435.34,1432.03,1434.83,81.84951459,21,2021-03-01 06:05:00+00:00,2021-03-01 06:10:00+00:00
2021-03-01T06:10:07.6670000Z,2021-03-01T06:14:46.4850000Z,1435.65,1436.51,1434.38,1434.92,39.7986114,13,2021-03-01 06:10:00+00:00,2021-03-01 06:15:00+00:00
2021-03-01T06:15:29.3240000Z,2021-03-01T06:19:32.4760000Z,1436.03,1443.32,1435.31,1442.85,113.9326505,28,2021-03-01 06:15:00+00:00,2021-03-01 06:20:00+00:00
2021-03-01T06:20:10.6410000Z,2021-03-01T06:23:45.8360000Z,1441.6,1441.6,1436.59,1437.17,37.16481285,20,2021-03-01 06:20:00+00:00,2021-03-01 06:25:00+00:00
2021-03-01T06:25:02.8980000Z,2021-03-01T06:29:51.6420000Z,1436.85,1440.47,1436.45,1437.8,38.48844624,26,2021-03-01 06:25:00+00:00,2021-03-01 06:30:00+00:00
2021-03-01T06:30:11.1930000Z,2021-03-01T06:34:41.0450000Z,1437.96,1438.67,1431.57,1432.52,142.59177456,41,2021-03-01 06:30:00+00:00,2021-03-01 06:35:00+00:00
2021-03-01T06:35:18.7890000Z,2021-03-01T06:39:34.4060000Z,1429.03,1430.1,1426.11,1426.65,89.27993642,25,2021-03-01 06:35:00+00:00,2021-03-01 06:40:00+00:00
2021-03-01T06:40:08.7300000Z,2021-03-01T06:44:53.9440000Z,1426.82,1428.13,1422.66,1424.69,109.68874157,33,2021-03-01 06:40:00+00:00,2021-03-01 06:45:00+00:00
2021-03-01T06:45:38.5670000Z,2021-03-01T06:49:54.0410000Z,1426.38,1426.66,1422.48,1422.48,61.22943127,21,2021-03-01 06:45:00+00:00,2021-03-01 06:50:00+00:00
2021-03-01T06:50:09.6810000Z,2021-03-01T06:54:49.8100000Z,1423.32,1426.96,1422.44,1425.31,101.74957348,32,2021-03-01 06:50:00+00:00,2021-03-01 06:55:00+00:00
2021-03-01T06:55:56.7000000Z,2021-03-01T06:59:54.0760000Z,1425.83,1426.94,1423.83,1426.08,37.00144502,19,2021-03-01 06:55:00+00:00,2021-03-01 07:00:00+00:00
2021-03-01T07:00:32.5800000Z,2021-03-01T07:04:58.1300000Z,1427.0,1434.29,1427.0,1433.74,130.74178935,23,2021-03-01 07:00:00+00:00,2021-03-01 07:05:00+00:00
2021-03-01T07:05:03.8950000Z,2021-03-01T07:09:53.4990000Z,1432.6,1432.6,1423.58,1426.93,26.99037926,22,2021-03-01 07:05:00+00:00,2021-03-01 07:10:00+00:00
2021-03-01T07:10:13.0160000Z,2021-03-01T07:14:32.6810000Z,1426.48,1430.29,1426.48,1430.29,52.08133296,16,2021-03-01 07:10:00+00:00,2021-03-01 07:15:00+00:00
2021-03-01T07:15:13.0490000Z,2021-03-01T07:19:02.5630000Z,1431.02,1431.8,1426.81,1428.54,23.95693924,8,2021-03-01 07:15:00+00:00,2021-03-01 07:20:00+00:00
2021-03-01T07:20:42.7790000Z,2021-03-01T07:24:14.6840000Z,1428.44,1430.74,1428.42,1428.74,36.61910222,13,2021-03-01 07:20:00+00:00,2021-03-01 07:25:00+00:00
2021-03-01T07:25:22.5710000Z,2021-03-01T07:29:13.7440000Z,1430.0,1431.55,1429.05,1431.55,18.8536544,11,2021-03-01 07:25:00+00:00,2021-03-01 07:30:00+00:00
2021-03-01T07:30:01.1690000Z,2021-03-01T07:34:59.8880000Z,1432.27,1432.27,1424.96,1424.96,9.97167879,8,2021-03-01 07:30:00+00:00,2021-03-01 07:35:00+00:00
2021-03-01T07:35:08.2140000Z,2021-03-01T07:38:55.6180000Z,1424.96,1432.24,1424.96,1429.31,34.5952908,22,2021-03-01 07:35:00+00:00,2021-03-01 07:40:00+00:00
2021-03-01T07:40:02.8760000Z,2021-03-01T07:44:55.8630000Z,1431.24,1431.24,1428.8,1430.34,24.50948398,8,2021-03-01 07:40:00+00:00,2021-03-01 07:45:00+00:00
2021-03-01T07:45:03.9630000Z,2021-03-01T07:49:24.0960000Z,1431.05,1431.05,1426.69,1426.69,67.12984282,15,2021-03-01 07:45:00+00:00,2021-03-01 07:50:00+00:00
2021-03-01T07:50:03.8810000Z,2021-03-01T07:54:37.0500000Z,1426.65,1431.5,1426.65,1431.5,75.56108127,12,2021-03-01 07:50:00+00:00,2021-03-01 07:55:00+00:00
2021-03-01T07:55:34.9310000Z,2021-03-01T07:59:34.1810000Z,1431.11,1440.63,1431.11,1437.59,273.8414826,41,2021-03-01 07:55:00+00:00,2021-03-01 08:00:00+00:00
2021-03-01T08:00:04.2370000Z,2021-03-01T08:04:57.1960000Z,1439.27,1447.23,1439.27,1441.11,225.90150633,50,2021-03-01 08:00:00+00:00,2021-03-01 08:05:00+00:00
2021-03-01T08:05:06.8450000Z,2021-03-01T08:09:55.7200000Z,1441.28,1446.43,1441.02,1446.43,133.78511976,32,2021-03-01 08:05:00+00:00,2021-03-01 08:10:00+00:00
2021-03-01T08:10:28.3500000Z,2021-03-01T08:14:49.5310000Z,1444.65,1446.86,1443.29,1444.93,208.80550346,60,2021-03-01 08:10:00+00:00,2021-03-01 08:15:00+00:00
2021-03-01T08:15:00.9550000Z,2021-03-01T08:19:58.3430000Z,1444.26,1447.78,1443.21,1446.82,265.84444516,64,2021-03-01 08:15:00+00:00,2021-03-01 08:20:00+00:00
